,offer_accepted,reward,mailer_type,income_level,#_bank_accounts_open,overdraft_protection,credit_rating,#_credit_cards_held,#_homes_owned,household_size,own_your_home,average_balance
6168,No,Air Miles,Postcard,Medium,1,Yes,High,2,1,2,Yes,6.8966943316227125
6169,No,Air Miles,Postcard,Medium,1,No,Medium,2,1,2,Yes,6.672665656649527
6170,No,Points,Postcard,Low,1,No,Medium,2,1,3,No,6.97354301952014
6171,No,Cash Back,Postcard,Medium,1,No,High,2,1,6,No,6.949856455000773
6172,No,Points,Letter,Medium,1,Yes,High,1,1,4,Yes,6.625392368007956
6173,No,Cash Back,Letter,Low,1,No,Medium,more than 2,1,4,Yes,6.992326180432407
6174,No,Points,Postcard,Medium,1,No,Low,2,1,3,Yes,6.670132406403093
6175,No,Points,Postcard,Medium,1,No,Medium,more than 2,1,6,Yes,6.930739115372512
6176,Yes,Air Miles,Postcard,Medium,more than 1,Yes,High,2,1,3,Yes,6.597827597583036
6177,No,Cash Back,Postcard,Medium,more than 1,No,High,more than 2,more than 1,4,No,6.590987625635259
6178,No,Cash Back,Letter,Low,more than 1,No,Medium,2,1,4,Yes,6.911747300251674
6179,No,Air Miles,Letter,Medium,1,Yes,High,2,1,4,Yes,6.943846099126491
6180,Yes,Air Miles,Postcard,Low,more than 1,No,High,more than 2,1,4,No,6.948897222313312
6181,No,Points,Letter,Low,1,No,Medium,2,more than 1,4,Yes,6.838137212101267
6182,No,Cash Back,Postcard,Medium,1,Yes,High,1,1,2,Yes,7.247080584585756
6183,No,Cash Back,Letter,Low,1,No,High,1,1,4,Yes,6.943604931875834
6184,No,Cash Back,Letter,Medium,1,No,Low,2,1,5,No,6.959398512133975
6185,No,Cash Back,Letter,Medium,1,No,Low,more than 2,more than 1,3,Yes,7.079816040067031
6186,No,Points,Letter,High,more than 1,No,High,1,more than 1,3,Yes,7.06497268018018
6187,No,Points,Postcard,Medium,1,No,Medium,1,1,2,Yes,7.291485894944295
6188,No,Cash Back,Letter,High,1,No,High,more than 2,1,3,No,7.097548850614793
6189,No,Points,Postcard,Medium,1,No,Low,2,1,4,No,7.092781508183219
6190,No,Cash Back,Postcard,Medium,1,No,Low,1,1,3,No,6.585826767801765
6191,No,Air Miles,Letter,Low,1,No,High,2,1,4,No,6.860139425040474
6192,Yes,Air Miles,Postcard,Medium,1,Yes,Medium,1,1,2,Yes,6.666002138418756
6193,No,Points,Letter,Medium,1,No,High,more than 2,more than 1,5,Yes,6.9385269376488905
6194,No,Air Miles,Letter,Low,more than 1,No,Low,2,more than 1,4,No,6.658652688497831
6195,No,Cash Back,Letter,Low,1,Yes,Low,2,1,5,No,7.112938504919354
6196,Yes,Points,Postcard,Medium,1,No,Low,2,1,1,Yes,6.847739846572151
6197,No,Cash Back,Letter,Medium,1,No,High,2,1,5,Yes,7.033506484287697
6198,No,Points,Postcard,Medium,1,No,Medium,1,1,3,No,7.23237179922698
6199,No,Points,Postcard,Medium,more than 1,No,Low,1,1,4,Yes,7.061334366910438
6200,No,Points,Letter,High,1,No,High,1,more than 1,3,No,7.119231025428665
6201,No,Cash Back,Postcard,Medium,1,No,Medium,1,1,2,No,6.865630352681466
6202,No,Cash Back,Postcard,Low,1,No,High,1,more than 1,3,Yes,6.75110146893676
6203,No,Cash Back,Postcard,High,1,Yes,Medium,2,1,5,Yes,6.698884386954646
6204,No,Air Miles,Postcard,High,more than 1,No,Medium,2,more than 1,2,No,7.146969010473842
6205,No,Cash Back,Postcard,Low,more than 1,No,Low,2,1,2,No,7.051855622955894
6206,No,Cash Back,Postcard,Medium,1,No,High,more than 2,1,2,Yes,6.643464159320931
6207,No,Points,Postcard,High,1,No,High,1,more than 1,2,No,6.904499986261464
6208,No,Cash Back,Postcard,Medium,more than 1,No,Low,more than 2,1,2,Yes,7.28738962705578
6209,No,Cash Back,Postcard,High,more than 1,No,Low,1,1,3,Yes,6.4873034285656495
6210,No,Points,Letter,Medium,more than 1,Yes,Medium,1,1,4,Yes,7.15500590563958
6211,No,Air Miles,Postcard,Medium,1,No,High,2,1,4,Yes,7.1808311990445555
6212,No,Cash Back,Postcard,Medium,1,No,Low,1,1,4,No,6.770215864960075
6213,No,Air Miles,Letter,Low,1,Yes,Medium,2,more than 1,4,No,7.039879431909179
6214,No,Air Miles,Letter,Low,1,No,High,1,1,3,Yes,6.984484811840811
6215,No,Air Miles,Postcard,High,1,No,Medium,2,1,4,Yes,7.5410197499407055
6216,No,Cash Back,Letter,High,1,No,High,1,1,3,No,7.108448701458755
6217,No,Points,Letter,Medium,more than 1,No,High,1,1,4,No,7.018625587813561
6218,No,Points,Postcard,Medium,1,No,High,1,1,4,No,6.997367437671824
6219,No,Points,Postcard,Medium,1,No,High,1,more than 1,3,No,7.303506694902662
6220,No,Cash Back,Postcard,Medium,more than 1,Yes,Medium,more than 2,1,5,Yes,6.992785528166713
6221,No,Points,Postcard,Medium,1,Yes,High,2,1,3,No,7.268397343481981
6222,No,Air Miles,Letter,Medium,more than 1,Yes,Low,1,1,4,Yes,6.872128101338986
6223,No,Points,Letter,Medium,1,No,Medium,2,1,1,Yes,6.880127111864663
6224,No,Points,Postcard,Medium,more than 1,No,High,1,more than 1,3,No,6.4277013138829
6225,No,Air Miles,Letter,Medium,1,No,Medium,2,1,3,No,6.758384822327868
6226,No,Cash Back,Letter,Low,1,No,High,2,1,3,No,6.914979124071457
6227,Yes,Cash Back,Postcard,Low,1,No,Medium,1,more than 1,3,Yes,7.06111993568843
6228,No,Points,Letter,Low,1,No,Medium,more than 2,1,5,No,7.0354886454916885
6229,No,Cash Back,Letter,High,1,No,High,1,more than 1,4,Yes,7.115988217560592
6230,No,Air Miles,Postcard,High,1,No,High,2,1,3,Yes,7.102499355774649
6231,No,Points,Postcard,Medium,1,No,High,1,1,4,No,7.407924322559599
6232,No,Points,Letter,Medium,1,No,Medium,1,more than 1,2,Yes,6.805168690207036
6233,Yes,Cash Back,Postcard,Low,1,No,Low,more than 2,1,4,Yes,6.860401582598667
6234,No,Air Miles,Postcard,High,more than 1,No,Medium,2,more than 1,2,No,6.741700694652055
6235,No,Points,Letter,Low,1,No,Low,more than 2,more than 1,3,Yes,6.7339969528486705
6236,No,Points,Letter,Low,1,No,Low,2,more than 1,4,No,6.697342842021657
6237,No,Points,Postcard,Medium,1,No,Low,1,1,4,Yes,6.827629234502852
6238,No,Cash Back,Letter,Medium,1,No,Low,1,1,2,Yes,6.848801136138467
6239,No,Cash Back,Postcard,High,1,Yes,Low,2,1,3,Yes,6.954877386050872
6240,No,Points,Postcard,Medium,1,No,High,1,1,5,Yes,7.022422353960263
6241,No,Points,Postcard,High,more than 1,No,Medium,2,1,3,No,7.361216585358557
6242,No,Cash Back,Postcard,Medium,1,No,Medium,1,1,3,No,7.108857699419467
6243,No,Air Miles,Letter,High,1,No,Low,1,1,4,Yes,6.879612973035857
6244,No,Air Miles,Letter,Medium,more than 1,No,High,more than 2,1,3,Yes,7.115582126184454
6245,No,Cash Back,Letter,High,1,Yes,Low,2,more than 1,2,No,7.256297239690681
6246,No,Points,Letter,High,1,No,Medium,2,1,2,Yes,7.054233745360861
6247,No,Air Miles,Postcard,Medium,1,No,High,more than 2,1,5,No,7.027979776288506
6248,No,Air Miles,Letter,Medium,more than 1,Yes,High,1,1,4,Yes,7.141245122350491
6249,No,Air Miles,Postcard,Medium,1,No,High,more than 2,1,2,Yes,6.92313638102044
6250,No,Air Miles,Postcard,High,1,No,Medium,1,1,6,Yes,7.0985822288198035
6251,No,Air Miles,Postcard,Medium,1,No,High,more than 2,1,3,Yes,6.974712747107018
6252,No,Air Miles,Letter,Low,more than 1,Yes,Low,2,1,2,Yes,6.943363706449505
6253,No,Points,Letter,Low,more than 1,No,Medium,2,1,6,Yes,7.441467006534829
6254,Yes,Points,Postcard,Medium,1,No,Low,more than 2,1,3,Yes,7.0453409419347
6255,No,Air Miles,Postcard,Medium,more than 1,No,Low,2,1,1,Yes,6.751978277410295
6256,No,Points,Letter,Medium,1,No,Low,1,1,4,Yes,6.619072706196772
6257,No,Cash Back,Postcard,Medium,1,Yes,Medium,more than 2,1,3,Yes,6.733104228492402
6258,No,Air Miles,Letter,Low,1,No,High,2,1,2,Yes,7.1526603220778595
6259,No,Cash Back,Postcard,Low,1,No,High,2,more than 1,4,No,7.076442644500288
6260,No,Cash Back,Letter,Medium,1,No,High,2,1,3,No,7.109470882882726
6261,No,Cash Back,Postcard,High,1,No,Low,1,1,4,No,6.674561391814426
6262,No,Cash Back,Letter,Low,1,No,Low,2,1,2,Yes,7.036148493750536
6263,No,Points,Postcard,Medium,more than 1,Yes,Low,1,1,4,Yes,7.005335607321001
6264,No,Points,Postcard,Medium,1,No,Medium,1,1,4,Yes,6.938769332511306
6265,No,Cash Back,Postcard,Medium,1,Yes,Low,2,1,4,Yes,7.426400251800259
6266,No,Cash Back,Letter,Medium,1,No,Low,1,1,3,No,7.111512116496157
6267,No,Air Miles,Postcard,Low,1,No,Low,2,1,3,Yes,6.73785624218674
6268,No,Cash Back,Letter,High,1,No,High,more than 2,1,4,Yes,6.95868600765068
6269,No,Cash Back,Postcard,High,1,No,High,2,more than 1,1,No,7.1051706817236155
6270,No,Points,Letter,Medium,1,No,Low,1,1,4,Yes,6.939011668632691
6271,No,Air Miles,Postcard,Medium,1,No,Medium,1,1,2,No,7.172808233373557
6272,No,Points,Postcard,High,1,No,High,1,1,4,No,7.047734589035578
6273,No,Points,Postcard,High,1,No,High,2,1,4,No,7.221835825288449
6274,No,Cash Back,Postcard,Low,1,No,Medium,more than 2,1,3,No,6.9737770745241345
6275,No,Points,Postcard,High,1,No,High,more than 2,1,4,Yes,7.114159506292049
6276,No,Air Miles,Letter,High,1,Yes,Medium,2,more than 1,4,Yes,7.111308180531343
6277,No,Air Miles,Postcard,Low,more than 1,No,High,1,1,2,No,6.930983405101344
6278,No,Cash Back,Letter,Low,1,No,Low,1,more than 1,3,No,6.851978263513138
6279,No,Cash Back,Letter,High,1,No,Medium,2,1,4,Yes,7.0217533830355485
6280,No,Air Miles,Letter,High,more than 1,No,Medium,more than 2,more than 1,4,Yes,7.054881343872431
6281,No,Air Miles,Letter,Medium,1,No,Low,2,1,5,Yes,6.903747257584598
6282,No,Points,Postcard,High,more than 1,No,High,more than 2,1,4,Yes,7.0925737159746784
6283,No,Air Miles,Postcard,Low,1,No,Medium,2,1,4,Yes,6.740814824226485
6284,No,Points,Postcard,Low,1,Yes,Low,2,1,3,Yes,7.031962082436324
6285,No,Points,Letter,Medium,1,No,High,2,1,1,Yes,6.800448425993628
6286,Yes,Air Miles,Letter,Medium,more than 1,No,Medium,1,1,2,Yes,6.644440562978651
6287,No,Cash Back,Letter,High,1,No,Medium,1,1,4,Yes,6.909503749516254
6288,No,Cash Back,Letter,Medium,1,No,High,2,1,4,Yes,6.999422467507961
6289,No,Cash Back,Postcard,Medium,more than 1,Yes,High,1,1,4,Yes,6.904249139652849
6290,No,Cash Back,Letter,High,1,No,High,2,1,5,Yes,6.968144578994921
6291,No,Points,Postcard,Low,1,No,High,more than 2,1,3,Yes,6.882437470997847
6292,No,Points,Letter,Medium,1,No,High,1,1,6,Yes,6.889591308354466
6293,No,Cash Back,Letter,High,more than 1,Yes,Medium,2,1,1,Yes,6.995079107153812
6294,No,Cash Back,Letter,Medium,1,No,Medium,2,1,3,No,7.136682075052074
6295,No,Cash Back,Postcard,Low,1,No,Low,2,1,2,Yes,6.649955581012225
6296,No,Cash Back,Postcard,Low,1,No,High,2,1,2,No,7.172808233373557
6297,No,Air Miles,Letter,Low,1,Yes,Low,2,1,3,Yes,7.058973090724758
6298,No,Points,Letter,Low,more than 1,Yes,Medium,2,1,2,No,7.043378232766852
6299,No,Points,Postcard,Low,1,No,Medium,more than 2,1,2,Yes,6.511373789607015
6300,No,Points,Letter,Low,1,No,Medium,more than 2,1,4,Yes,7.156371626269378
6301,No,Air Miles,Postcard,High,1,No,Medium,2,1,2,Yes,6.857251146808369
6302,No,Cash Back,Postcard,Low,1,No,Low,1,1,4,Yes,6.481577129276431
6303,No,Air Miles,Letter,Medium,1,Yes,Low,2,more than 1,3,Yes,7.4416136018587
6304,No,Air Miles,Letter,High,1,No,Low,1,1,3,Yes,6.901737206656574
6305,No,Air Miles,Postcard,Medium,more than 1,No,High,2,more than 1,1,Yes,6.589613999045648
6306,Yes,Cash Back,Postcard,Low,more than 1,No,High,1,1,2,No,6.901485665968542
6307,No,Points,Postcard,Medium,more than 1,Yes,Low,more than 2,1,3,Yes,6.829253050827179
6308,No,Points,Letter,High,more than 1,No,Low,2,1,3,No,6.757804102218633
6309,No,Cash Back,Postcard,Medium,1,No,Low,more than 2,1,2,No,6.930739115372512
6310,No,Air Miles,Postcard,Medium,more than 1,No,Medium,more than 2,more than 1,3,No,6.7443536070406935
6311,No,Air Miles,Postcard,Medium,1,No,High,2,1,3,No,6.9541616517962925
6312,No,Cash Back,Postcard,Medium,1,No,High,1,more than 1,4,Yes,6.97307474510278
6313,No,Points,Letter,Medium,1,No,Medium,2,more than 1,5,Yes,6.746118313381015
6314,No,Points,Postcard,Medium,1,No,High,2,1,2,Yes,6.803782688599159
6315,No,Points,Postcard,High,more than 1,No,High,more than 2,1,5,Yes,6.569481420414296
6316,No,Points,Letter,Low,1,No,Low,2,1,3,No,7.115582126184454
6317,No,Cash Back,Letter,High,1,No,Low,2,1,4,Yes,7.1764456452523175
6318,No,Cash Back,Letter,Medium,1,No,High,more than 2,1,3,Yes,6.976348070447749
6319,No,Points,Letter,Medium,1,No,Low,2,1,3,Yes,6.542832126186909
6320,No,Air Miles,Postcard,High,more than 1,Yes,High,2,more than 1,3,Yes,6.6612151498615315
6321,No,Cash Back,Letter,High,1,No,Medium,more than 2,1,2,No,6.97166860472579
6322,No,Points,Letter,Medium,1,No,High,more than 2,1,4,Yes,6.875232087276577
6323,No,Air Miles,Letter,High,1,No,High,2,1,4,Yes,7.126890808898808
6324,No,Points,Letter,Medium,1,Yes,High,more than 2,1,3,No,6.984947774812043
6325,No,Cash Back,Postcard,Medium,1,No,Low,more than 2,1,3,Yes,6.920177798980694
6326,No,Air Miles,Postcard,Medium,1,No,Low,more than 2,1,2,No,6.952967621803685
6327,No,Points,Letter,Medium,1,No,Low,2,1,4,No,7.107425474110705
6328,No,Cash Back,Letter,Medium,1,No,High,1,1,2,Yes,7.100439622811638
6329,No,Air Miles,Postcard,Medium,more than 1,No,High,1,1,5,Yes,6.7912214627261855
6330,No,Air Miles,Postcard,Low,1,No,High,1,1,4,Yes,7.037466885503794
6331,No,Air Miles,Letter,High,1,Yes,Low,2,more than 1,3,Yes,7.110696122978827
6332,No,Cash Back,Postcard,High,more than 1,No,Medium,1,more than 1,4,Yes,7.07326971745971
6333,No,Points,Letter,Medium,more than 1,Yes,Medium,1,1,3,Yes,6.888317585089662
6334,No,Air Miles,Letter,Medium,1,No,High,2,1,5,Yes,7.0284230387071105
6335,No,Cash Back,Postcard,Low,1,No,High,more than 2,1,4,Yes,6.935613607110533
6336,No,Cash Back,Postcard,High,1,No,High,2,more than 1,3,Yes,7.002838160228829
6337,No,Points,Letter,Low,more than 1,No,High,1,more than 1,4,Yes,6.9263316645550725
6338,No,Air Miles,Postcard,Medium,1,No,High,more than 2,1,4,Yes,6.903998230104425
6339,No,Points,Letter,Medium,1,No,High,2,more than 1,4,Yes,6.900227012561346
6340,No,Cash Back,Letter,Medium,1,No,High,2,1,5,No,6.922397555719007
6341,No,Air Miles,Postcard,Low,1,No,Low,2,1,5,No,6.789534647594706
6342,No,Air Miles,Letter,High,1,No,Medium,2,1,4,Yes,7.394800374082724
6343,No,Air Miles,Postcard,High,more than 1,No,Medium,1,1,3,No,6.893402772757737
6344,No,Points,Letter,Medium,1,No,Medium,1,1,4,No,6.7756514383488
6345,No,Points,Postcard,Low,more than 1,No,Low,1,1,2,Yes,7.122665025369243
6346,No,Air Miles,Postcard,High,1,No,High,2,more than 1,3,No,6.476202836110654
6347,No,Cash Back,Letter,Low,1,No,High,1,1,3,Yes,6.983094635527952
6348,No,Air Miles,Postcard,Low,1,No,High,1,1,2,No,6.962006693814053
6349,No,Air Miles,Postcard,High,1,No,High,1,1,5,Yes,6.987951820976414
6350,No,Air Miles,Postcard,Medium,more than 1,No,Medium,more than 2,1,4,Yes,6.839476438228843
6351,No,Points,Postcard,Medium,1,No,Medium,1,1,4,Yes,6.5809858178223095
6352,No,Points,Postcard,Medium,more than 1,No,Medium,2,1,2,Yes,6.908005247737345
6353,No,Cash Back,Postcard,Medium,1,No,High,2,1,4,No,7.129698109719828
6354,No,Air Miles,Postcard,Medium,1,No,Medium,2,1,3,Yes,6.661854740545311
6355,No,Air Miles,Postcard,Medium,more than 1,No,Low,2,1,4,Yes,6.9411900550683745
6356,No,Cash Back,Postcard,High,1,No,High,more than 2,1,3,Yes,6.890609120147166
6357,No,Cash Back,Postcard,Low,more than 1,No,High,more than 2,1,4,Yes,6.827087375914682
6358,Yes,Points,Postcard,Medium,1,No,Medium,1,1,2,No,6.53124199282374
6359,No,Air Miles,Letter,Low,1,No,Low,2,1,3,No,6.8322232163697
6360,No,Air Miles,Postcard,High,1,No,Low,1,1,2,Yes,6.976348070447749
6361,No,Air Miles,Letter,Medium,1,No,Medium,1,1,5,No,7.04009846596985
6362,No,Air Miles,Letter,High,1,No,High,1,1,5,No,6.459904454377535
6363,No,Cash Back,Postcard,Medium,more than 1,No,Low,more than 2,1,3,Yes,6.988413181999592
6364,No,Cash Back,Letter,Medium,1,No,Low,1,1,4,Yes,6.900478870011361
6365,No,Cash Back,Postcard,Medium,1,No,High,1,1,3,Yes,6.673613973458386
6366,No,Cash Back,Postcard,Medium,more than 1,No,Medium,2,1,3,No,7.066040257947851
6367,No,Points,Letter,Low,1,No,Low,more than 2,more than 1,2,No,7.0381254301439915
6368,No,Air Miles,Letter,Low,1,No,Low,2,1,4,Yes,6.718409107251218
6369,No,Air Miles,Postcard,Medium,1,No,Low,more than 2,1,3,Yes,6.486160788944089
6370,No,Cash Back,Postcard,Low,1,No,High,1,1,4,No,6.960110509316065
6371,No,Points,Postcard,Medium,1,No,High,more than 2,1,3,Yes,6.501664975480054
6372,No,Cash Back,Letter,Low,1,No,Medium,1,1,4,No,6.942881080957511
6373,No,Points,Letter,High,1,No,High,more than 2,more than 1,1,Yes,6.97237192206811
6374,No,Cash Back,Letter,High,1,No,Medium,2,1,3,Yes,6.877296071497429
6375,No,Air Miles,Postcard,High,1,No,High,2,1,4,Yes,7.201730011056938
6376,No,Points,Postcard,Medium,1,No,Low,1,more than 1,4,Yes,6.835990712752826
6377,No,Points,Letter,High,1,Yes,High,1,1,4,Yes,6.913985828732773
6378,No,Cash Back,Letter,High,1,No,Medium,more than 2,1,5,Yes,6.684611727667927
6379,No,Cash Back,Postcard,High,1,No,High,2,1,4,Yes,6.513230110912307
6380,No,Cash Back,Postcard,High,more than 1,No,Medium,more than 2,more than 1,5,Yes,6.765903654741896
6381,No,Points,Letter,High,1,No,High,2,more than 1,4,No,7.163753167167294
6382,No,Air Miles,Letter,High,1,No,Medium,2,1,3,No,6.9019886840878
6383,No,Cash Back,Letter,Medium,1,No,Medium,2,1,3,No,6.538501552836545
6384,No,Cash Back,Letter,High,1,No,Low,more than 2,1,3,Yes,7.074963197966044
6385,No,Points,Letter,Medium,1,No,Low,1,1,4,No,6.567375417529907
6386,No,Cash Back,Letter,Medium,more than 1,No,Medium,2,1,3,Yes,7.053585727193677
6387,No,Air Miles,Letter,Medium,1,No,High,2,1,2,Yes,6.717804695023691
6388,No,Cash Back,Postcard,High,1,Yes,Low,2,1,6,Yes,6.636274585868364
6389,No,Cash Back,Postcard,Medium,1,No,High,1,1,3,No,7.493595606553574
6390,No,Points,Letter,Medium,1,No,Low,1,1,2,Yes,6.272405197148409
6391,No,Cash Back,Letter,Medium,1,Yes,High,more than 2,1,3,Yes,6.654152520183219
6392,No,Points,Postcard,High,more than 1,No,Low,more than 2,more than 1,3,Yes,7.4805693000821964
6393,No,Cash Back,Letter,High,1,No,Low,2,more than 1,5,No,6.999422467507961
6394,No,Air Miles,Letter,High,1,No,Medium,1,1,3,No,6.872128101338986
6395,No,Points,Postcard,Low,1,No,Medium,1,1,3,No,6.841615476477592
6396,No,Cash Back,Postcard,Medium,1,Yes,Medium,2,1,3,Yes,6.567726726158147
6397,No,Cash Back,Postcard,Medium,1,Yes,High,2,1,3,Yes,6.58513663664946
6398,No,Points,Postcard,Medium,1,No,Low,1,1,2,Yes,7.10085190894405
6399,No,Cash Back,Letter,Low,more than 1,Yes,High,1,more than 1,4,No,7.026426808699636
6400,No,Air Miles,Letter,Medium,1,No,Low,1,1,3,Yes,6.807105870832207
6401,No,Air Miles,Letter,High,1,No,Medium,more than 2,1,4,No,7.095271652653196
6402,No,Cash Back,Letter,Medium,1,Yes,High,1,1,3,No,7.428481727425391
6403,No,Cash Back,Letter,High,1,Yes,Medium,2,1,3,Yes,6.677712985976771
6404,No,Air Miles,Postcard,High,1,No,High,2,1,5,Yes,7.17568097306824
6405,No,Air Miles,Postcard,Medium,1,No,Medium,2,1,4,Yes,6.773938131247798
6406,No,Air Miles,Letter,Medium,1,No,High,2,1,3,Yes,7.122463351475245
6407,No,Air Miles,Letter,Low,1,No,Medium,more than 2,1,2,Yes,7.1510935375818665
6408,No,Cash Back,Letter,Medium,1,No,Low,more than 2,1,5,Yes,7.038783541388542
6409,No,Points,Postcard,Medium,1,No,High,more than 2,1,4,Yes,6.9280479822498995
6410,No,Points,Letter,High,1,No,Medium,2,1,3,Yes,6.904249139652849
6411,No,Points,Letter,Medium,1,No,Medium,1,1,4,No,6.485016842203516
6412,No,Air Miles,Letter,Low,1,No,High,more than 2,1,3,Yes,7.121252453244542
6413,Yes,Points,Letter,High,more than 1,No,Low,1,more than 1,3,Yes,6.467698726104354
6414,No,Cash Back,Postcard,Medium,1,No,Low,2,1,5,Yes,7.269790829162965
6415,No,Cash Back,Postcard,High,1,No,High,2,1,2,No,7.061763091461485
6416,No,Cash Back,Letter,High,1,No,High,2,1,2,Yes,6.97237192206811
6417,No,Cash Back,Letter,High,1,No,High,2,more than 1,3,No,7.000106540046323
6418,No,Cash Back,Postcard,Medium,1,No,High,2,1,3,No,6.870312983506267
6419,No,Points,Letter,Low,1,Yes,High,2,1,3,Yes,6.988413181999592
6420,No,Points,Letter,Medium,1,No,Medium,more than 2,more than 1,5,Yes,6.929761359244751
6421,No,Cash Back,Letter,Medium,more than 1,No,Medium,2,1,3,Yes,6.887297437079741
6422,No,Air Miles,Letter,Medium,1,No,High,2,1,1,Yes,7.083387847625295
6423,No,Cash Back,Letter,High,1,No,Low,2,more than 1,2,Yes,6.816735880594968
6424,No,Cash Back,Letter,Low,1,Yes,Low,1,1,4,Yes,6.895935702176795
6425,No,Air Miles,Letter,High,1,No,Medium,1,1,3,No,7.251699530442051
6426,No,Cash Back,Letter,Medium,more than 1,No,Medium,more than 2,more than 1,2,Yes,7.022422353960263
6427,No,Air Miles,Letter,High,more than 1,No,Medium,2,1,3,No,6.828441472262411
6428,No,Points,Postcard,Low,1,No,High,2,1,2,No,6.99117688712121
6429,No,Points,Letter,Low,1,Yes,Medium,more than 2,1,3,Yes,6.911996273239391
6430,No,Cash Back,Letter,High,more than 1,No,Medium,2,1,4,No,6.97354301952014
6431,No,Points,Postcard,Low,1,No,High,2,more than 1,2,Yes,7.0793949874292315
6432,No,Points,Postcard,Medium,1,No,High,2,1,3,Yes,7.138470095792665
6433,No,Air Miles,Letter,Medium,1,No,High,2,1,5,No,6.985179175946941
6434,No,Points,Postcard,Medium,1,No,Low,2,1,6,Yes,7.269094329047746
6435,No,Cash Back,Letter,Low,1,Yes,Medium,1,1,3,Yes,6.907255153940455
6436,No,Cash Back,Letter,Medium,1,Yes,Medium,1,1,4,Yes,6.699500340161678
6437,No,Cash Back,Letter,Medium,1,No,Low,2,1,3,Yes,6.829793737512425
6438,No,Cash Back,Postcard,High,1,Yes,High,2,1,4,Yes,7.170311832653182
6439,Yes,Points,Postcard,High,1,No,High,2,1,4,Yes,6.974011074759202
6440,No,Points,Letter,Medium,1,No,Low,1,more than 1,2,Yes,6.966024187106113
6441,No,Points,Postcard,Medium,1,No,Medium,2,1,1,No,7.125484197594848
6442,No,Cash Back,Letter,Medium,1,Yes,High,more than 2,1,5,No,6.764750584565133
6443,No,Air Miles,Letter,Low,1,No,Low,2,1,4,No,6.930739115372512
6444,No,Air Miles,Letter,Low,1,No,High,1,1,5,Yes,6.73071972661742
6445,No,Air Miles,Postcard,Medium,1,No,Medium,2,1,4,Yes,6.556067876554444
6446,No,Air Miles,Postcard,Medium,1,Yes,Medium,2,1,4,Yes,6.500914224694042
6447,No,Points,Postcard,Medium,more than 1,No,Medium,more than 2,1,5,Yes,6.826816336476785
6448,No,Points,Postcard,Low,1,No,Medium,1,1,5,Yes,6.819470364114565
6449,No,Air Miles,Postcard,Low,1,No,High,2,1,2,Yes,7.095686074540602
6450,No,Air Miles,Postcard,High,1,No,High,more than 2,1,5,No,6.851713888098512
6451,No,Cash Back,Letter,Low,1,No,Low,1,more than 1,3,Yes,6.912742820493176
6452,No,Points,Letter,Low,1,No,Medium,2,1,5,Yes,6.976348070447749
6453,No,Points,Letter,Low,more than 1,No,Medium,2,1,4,Yes,6.818650803899316
6454,No,Air Miles,Letter,High,1,No,Low,more than 2,1,5,No,7.239573846922003
6455,No,Air Miles,Postcard,Medium,1,No,Medium,1,more than 1,4,Yes,7.045123053274943
6456,No,Cash Back,Letter,Low,more than 1,No,Low,1,1,4,Yes,7.109470882882726
6457,No,Points,Postcard,High,more than 1,No,Low,1,1,2,No,6.812620083867098
6458,No,Cash Back,Letter,High,1,No,Low,1,1,3,No,6.969555679887584
6459,No,Cash Back,Postcard,Medium,more than 1,No,High,2,1,1,Yes,6.690842277418564
6460,No,Air Miles,Postcard,High,1,No,High,1,more than 1,5,Yes,6.530513129817713
6461,No,Points,Letter,Low,1,No,Low,1,1,6,Yes,6.9874902470009905
6462,No,Points,Letter,Low,1,No,Low,2,1,3,Yes,7.05617528410041
6463,No,Air Miles,Postcard,Low,1,No,Medium,1,more than 1,4,Yes,6.677083461247136
6464,No,Points,Postcard,High,1,No,Medium,2,more than 1,3,Yes,6.488064463609991
6465,No,Points,Letter,Medium,1,No,Medium,1,1,5,Yes,6.641834698311869
6466,No,Cash Back,Postcard,Medium,1,No,High,2,1,2,No,7.0326242610280065
6467,No,Air Miles,Postcard,Low,1,No,Medium,2,1,2,Yes,6.952250518868688
6468,No,Air Miles,Letter,High,more than 1,No,Medium,2,1,4,Yes,6.588238483010338
6469,No,Air Miles,Postcard,Medium,1,Yes,Medium,2,more than 1,4,Yes,6.61338421837956
6470,Yes,Air Miles,Postcard,Medium,1,No,Low,2,1,5,No,7.031962082436324
6471,No,Points,Letter,Low,1,No,Low,1,1,2,Yes,6.9598732332442435
6472,No,Air Miles,Letter,Low,1,No,Low,2,1,3,Yes,7.0192966537150445
6473,No,Air Miles,Postcard,Medium,1,No,Low,2,1,3,Yes,7.010537473625163
6474,No,Air Miles,Letter,Medium,1,Yes,Medium,2,more than 1,3,No,6.881924518947615
6475,No,Points,Postcard,Medium,1,No,High,2,1,5,Yes,6.872646101868569
6476,No,Air Miles,Postcard,Medium,1,Yes,Low,2,1,4,Yes,6.842683282238422
6477,No,Points,Letter,Medium,1,No,Low,1,1,3,Yes,6.923874660862021
6478,No,Air Miles,Postcard,High,more than 1,No,Low,more than 2,1,3,Yes,7.090285147411049
6479,No,Points,Postcard,Low,1,Yes,Medium,2,1,3,Yes,7.178164022763461
6480,No,Cash Back,Postcard,Medium,1,No,High,1,1,3,No,6.89719976504262
