,offer_accepted,reward,mailer_type,income_level,#_bank_accounts_open,overdraft_protection,credit_rating,#_credit_cards_held,#_homes_owned,household_size,own_your_home,average_balance
15044,Yes,Air Miles,Letter,Low,more than 1,No,Medium,2,1,3,Yes,6.507650777116068
15045,Yes,Points,Letter,Low,1,No,Low,1,1,4,Yes,7.085273652270072
15046,Yes,Points,Postcard,Low,1,No,Medium,2,1,3,Yes,6.550365794105536
15047,Yes,Air Miles,Postcard,Medium,1,No,High,more than 2,1,4,Yes,7.0873648282726185
15048,Yes,Cash Back,Postcard,Medium,1,No,Low,2,1,2,Yes,6.4469095875211675
15049,Yes,Points,Letter,Medium,1,No,Medium,2,1,3,Yes,7.2061918143317785
15050,Yes,Points,Letter,Medium,1,No,Medium,2,1,4,No,6.728628613084702
15051,Yes,Cash Back,Postcard,Medium,more than 1,No,Low,2,more than 1,4,Yes,7.0172821035093795
15052,Yes,Air Miles,Postcard,Medium,1,Yes,Medium,more than 2,1,4,Yes,6.993474154384675
15053,Yes,Points,Postcard,Medium,1,No,Medium,1,more than 1,4,No,7.0904934156613075
15054,Yes,Air Miles,Postcard,Medium,1,Yes,High,1,1,4,Yes,7.006468751918169
15055,Yes,Points,Postcard,Low,1,No,Low,2,1,3,Yes,6.934883946370389
15056,Yes,Air Miles,Postcard,Medium,1,No,Medium,2,more than 1,5,No,6.827087375914682
15057,Yes,Points,Postcard,Medium,1,No,Low,1,1,3,No,6.690531670178918
15058,Yes,Points,Postcard,Medium,more than 1,No,Medium,1,1,3,Yes,6.909254155105873
15059,Yes,Points,Letter,Low,1,No,Low,1,1,3,Yes,6.5988495700787295
15060,Yes,Points,Postcard,Low,1,No,Low,2,1,3,Yes,7.186901020411631
15061,Yes,Air Miles,Postcard,Low,1,No,Low,more than 2,more than 1,3,Yes,6.81810405702949
15062,Yes,Points,Letter,High,1,No,Low,2,more than 1,3,Yes,6.915723448631314
15063,Yes,Points,Postcard,Medium,1,No,Low,1,1,2,Yes,6.8611876431658025
15064,Yes,Points,Postcard,Medium,1,No,Low,2,1,4,Yes,7.244941546337007
15065,Yes,Points,Postcard,Low,more than 1,No,Medium,1,1,4,Yes,6.946013991099227
15066,Yes,Cash Back,Postcard,Medium,1,No,Low,1,1,2,Yes,6.957259473885226
15067,Yes,Air Miles,Postcard,Low,1,No,High,2,1,2,Yes,6.911747300251674
15068,Yes,Air Miles,Letter,Low,1,No,Medium,2,1,4,No,7.185955036044425
15069,Yes,Air Miles,Postcard,High,1,No,Medium,1,1,4,No,6.9241206330684015
15070,Yes,Points,Letter,Medium,1,No,Low,more than 2,1,5,Yes,7.029972911706386
15071,Yes,Air Miles,Postcard,Low,more than 1,No,Low,1,1,4,Yes,6.673613973458386
15072,Yes,Points,Letter,Low,1,No,Medium,1,more than 1,3,Yes,6.688043332969623
15073,Yes,Points,Postcard,Low,1,No,Low,2,1,6,Yes,6.985410523547741
15074,Yes,Cash Back,Postcard,Low,more than 1,No,Low,more than 2,1,5,Yes,7.059832381862487
15075,Yes,Air Miles,Postcard,Low,1,No,Low,2,1,4,Yes,6.849066282633458
15076,Yes,Points,Postcard,Low,1,No,Medium,more than 2,more than 1,3,Yes,6.9650803456014065
15077,Yes,Air Miles,Postcard,High,1,No,Low,more than 2,more than 1,2,No,7.089034626197648
15078,Yes,Air Miles,Postcard,Medium,1,No,Low,2,1,1,No,6.896441519081864
15079,Yes,Air Miles,Postcard,Low,1,No,Low,1,1,3,No,7.0827584549684115
15080,Yes,Air Miles,Postcard,Low,1,No,Low,1,1,3,Yes,7.250812926961684
15081,Yes,Points,Postcard,Medium,1,No,Low,2,more than 1,4,Yes,6.960110509316065
15082,Yes,Cash Back,Postcard,Medium,1,No,Low,2,1,5,No,6.774795151725907
15083,Yes,Air Miles,Postcard,High,more than 1,No,Low,2,1,4,Yes,6.900982394694708
15084,Yes,Air Miles,Postcard,Medium,1,Yes,Low,more than 2,more than 1,4,Yes,6.387300106240303
15085,Yes,Air Miles,Postcard,Low,1,No,Low,more than 2,more than 1,3,Yes,6.895682697747868
15086,Yes,Points,Postcard,Medium,1,Yes,Low,2,more than 1,4,Yes,6.969320634640292
15087,Yes,Points,Postcard,Medium,1,No,Low,more than 2,1,3,Yes,7.0453409419347
15088,Yes,Points,Postcard,Low,1,No,Low,2,1,5,No,6.843216757844566
15089,Yes,Air Miles,Postcard,High,more than 1,No,Low,1,1,3,Yes,6.613719732558181
15090,Yes,Air Miles,Postcard,High,more than 1,No,Low,2,1,4,Yes,6.900982394694708
15091,Yes,Points,Postcard,Medium,1,No,Medium,1,1,2,No,6.53124199282374
15092,Yes,Air Miles,Postcard,High,1,No,High,more than 2,1,5,No,6.963899289600177
15093,Yes,Air Miles,Letter,Medium,more than 1,No,Medium,1,1,2,No,6.818924065275521
15094,Yes,Cash Back,Letter,Low,1,No,High,2,more than 1,4,Yes,7.2474366465442985
15095,Yes,Air Miles,Postcard,Medium,1,Yes,Medium,1,1,3,Yes,6.695798917058491
15096,Yes,Points,Letter,Medium,1,No,Low,more than 2,1,1,No,7.23615934095384
15097,Yes,Cash Back,Postcard,High,more than 1,No,Low,2,1,3,Yes,6.536691597591305
15098,Yes,Cash Back,Postcard,Low,more than 1,No,Medium,2,1,3,Yes,6.948657270302562
15099,Yes,Points,Letter,High,1,No,Low,more than 2,1,4,Yes,7.209155328262114
15100,Yes,Air Miles,Letter,Medium,1,No,Medium,1,1,5,No,6.7875630936537314
15101,Yes,Points,Letter,High,1,No,Low,more than 2,1,4,Yes,7.209155328262114
15102,Yes,Air Miles,Letter,Low,1,No,Low,1,1,4,No,6.994162306722876
15103,Yes,Air Miles,Letter,Medium,1,No,Low,2,1,4,No,6.836796190041643
15104,Yes,Points,Letter,High,more than 1,No,Low,2,1,3,Yes,7.070299208167417
15105,Yes,Air Miles,Postcard,Medium,1,No,Medium,2,1,3,Yes,7.151877236681538
15106,Yes,Air Miles,Postcard,Medium,1,No,Medium,more than 2,1,5,Yes,7.113345671048758
15107,Yes,Cash Back,Postcard,Low,1,Yes,Low,2,1,4,Yes,6.892641641172089
15108,Yes,Air Miles,Postcard,High,1,No,High,2,1,5,No,6.92510391731675
15109,Yes,Cash Back,Letter,Medium,1,No,Low,1,1,3,Yes,7.443078374348516
15110,Yes,Air Miles,Letter,Medium,more than 1,No,Medium,more than 2,more than 1,3,No,6.875232087276577
15111,Yes,Points,Letter,High,more than 1,No,Low,2,1,3,Yes,7.026426808699636
15112,Yes,Points,Postcard,Low,1,No,Medium,more than 2,1,4,Yes,7.032182857357189
15113,Yes,Points,Letter,Medium,1,No,Low,more than 2,1,1,No,7.23615934095384
15114,Yes,Air Miles,Postcard,High,1,No,Low,1,1,4,Yes,6.9219047020865565
15115,Yes,Cash Back,Postcard,Low,1,No,Low,1,1,4,Yes,6.570182436916891
15116,Yes,Points,Postcard,Medium,1,No,Low,1,1,3,No,6.93537044601511
15117,Yes,Air Miles,Postcard,Medium,1,No,High,2,more than 1,3,No,6.837869151517971
15118,Yes,Points,Postcard,Medium,1,Yes,Low,more than 2,1,4,Yes,7.167809184316444
15119,Yes,Air Miles,Letter,Medium,1,Yes,Low,more than 2,more than 1,2,Yes,7.172808233373557
15120,Yes,Air Miles,Letter,Low,more than 1,No,Medium,2,1,3,Yes,6.97914527506881
15121,Yes,Cash Back,Letter,Low,1,No,Medium,2,1,5,Yes,7.25063551189868
15122,Yes,Air Miles,Letter,Medium,1,No,High,more than 2,1,4,Yes,6.921658184151129
15123,Yes,Cash Back,Postcard,Medium,more than 1,No,Low,more than 2,1,4,No,6.709913910530146
15124,Yes,Cash Back,Postcard,Medium,1,No,Low,2,more than 1,4,Yes,6.768780526691549
15125,Yes,Points,Postcard,Medium,1,No,High,more than 2,1,3,Yes,6.688977185177567
15126,Yes,Points,Postcard,Medium,1,No,Low,1,1,3,Yes,6.675507913418457
15127,Yes,Cash Back,Letter,Low,1,No,Low,1,1,5,Yes,7.053585727193677
15128,Yes,Points,Letter,High,1,Yes,Low,1,1,6,Yes,6.9650803456014065
15129,Yes,Cash Back,Postcard,Medium,1,No,Low,1,1,4,No,6.685236532436769
15130,Yes,Air Miles,Postcard,Medium,1,No,Low,1,1,2,Yes,6.96082199991883
15131,Yes,Cash Back,Postcard,Low,1,No,Medium,1,more than 1,5,No,6.912494033329311
15132,Yes,Cash Back,Postcard,Low,1,No,Low,2,1,4,Yes,6.9648442459662645
15133,Yes,Air Miles,Postcard,High,1,No,Medium,2,1,5,No,7.130498750275007
15134,Yes,Air Miles,Letter,Low,1,No,Low,1,1,3,No,7.539160025706512
15135,Yes,Air Miles,Letter,Medium,1,Yes,Low,more than 2,more than 1,2,Yes,7.172808233373557
15136,Yes,Air Miles,Postcard,High,1,No,Low,more than 2,more than 1,2,No,7.089034626197648
15137,Yes,Points,Letter,Low,more than 1,Yes,Low,1,1,6,No,7.00850518208228
15138,Yes,Air Miles,Postcard,Low,1,No,Medium,2,1,4,No,6.4496802206016755
15139,Yes,Cash Back,Postcard,Medium,1,No,Low,1,1,5,Yes,6.8128949979581765
15140,Yes,Cash Back,Postcard,Low,more than 1,No,Low,1,1,4,No,6.973308909721576
15141,Yes,Points,Postcard,Low,more than 1,No,High,1,1,4,Yes,6.5326981270453555
15142,Yes,Air Miles,Postcard,Medium,more than 1,No,Low,more than 2,1,3,Yes,7.162203680124759
15143,Yes,Air Miles,Postcard,Medium,1,No,Medium,2,1,3,Yes,7.151877236681538
15144,Yes,Air Miles,Postcard,Medium,1,No,Low,2,1,5,No,6.9909468698689015
15145,Yes,Air Miles,Letter,Medium,1,No,Low,2,1,4,No,7.029308974534714
15146,Yes,Air Miles,Letter,Medium,1,Yes,High,1,1,2,Yes,6.854354502255021
15147,Yes,Points,Postcard,High,more than 1,Yes,Low,2,1,3,No,7.107630203356993
15148,Yes,Points,Letter,Low,more than 1,No,Low,more than 2,1,5,Yes,6.893402772757737
15149,Yes,Points,Postcard,Low,1,No,High,2,1,3,Yes,7.108244139731541
15150,Yes,Points,Letter,Medium,1,Yes,Low,more than 2,more than 1,3,Yes,7.268745896988472
15151,Yes,Points,Postcard,Medium,1,Yes,Low,2,more than 1,4,Yes,6.969320634640292
15152,Yes,Points,Postcard,Medium,1,No,Low,2,1,4,No,7.103733162223577
15153,Yes,Points,Postcard,Low,1,No,Medium,more than 2,1,4,Yes,7.032182857357189
15154,Yes,Air Miles,Postcard,Medium,1,Yes,Low,2,1,4,Yes,7.039879431909179
15155,Yes,Air Miles,Letter,Low,1,No,High,1,1,3,No,6.826816336476785
15156,Yes,Air Miles,Letter,Medium,1,Yes,Medium,more than 2,more than 1,3,Yes,6.5231951315538685
15157,Yes,Air Miles,Postcard,Low,1,No,High,more than 2,1,4,Yes,6.835184586147301
15158,Yes,Points,Postcard,Medium,more than 1,No,Medium,2,1,4,No,6.901485665968542
15159,Yes,Points,Postcard,Medium,1,No,Medium,2,more than 1,2,Yes,7.2305631534092925
15160,Yes,Air Miles,Letter,Medium,1,No,Low,1,1,4,Yes,6.949616733077055
15161,Yes,Air Miles,Postcard,Medium,1,No,High,2,1,5,Yes,7.102705095925565
15162,Yes,Air Miles,Postcard,Medium,1,No,Low,1,1,4,Yes,7.104144092987527
15163,Yes,Cash Back,Postcard,Medium,more than 1,No,Low,2,more than 1,6,Yes,7.275345434661375
15164,Yes,Air Miles,Postcard,Medium,more than 1,No,High,more than 2,more than 1,3,Yes,7.0150389442018115
15165,Yes,Points,Letter,Low,1,No,Low,1,more than 1,2,Yes,6.763018482515454
15166,Yes,Points,Postcard,High,1,No,Low,1,1,1,No,6.644440562978651
15167,Yes,Cash Back,Postcard,Low,more than 1,No,Low,2,1,5,No,6.815639990074331
15168,Yes,Air Miles,Letter,High,1,Yes,High,2,1,5,Yes,6.987951820976414
15169,Yes,Points,Postcard,High,1,No,Low,2,1,6,Yes,6.990486676579602
15170,Yes,Air Miles,Postcard,Medium,1,Yes,Low,2,1,4,Yes,7.039879431909179
15171,Yes,Points,Letter,Low,1,No,Low,more than 2,1,3,Yes,6.88423073393518
15172,Yes,Air Miles,Postcard,Medium,1,No,Low,more than 2,1,4,No,7.136880901973894
15173,Yes,Air Miles,Postcard,Low,1,No,Medium,2,1,3,No,6.98679748632209
15174,Yes,Points,Letter,Low,1,No,Low,1,1,3,Yes,6.800726706223614
15175,Yes,Air Miles,Postcard,Medium,more than 1,No,Low,2,1,3,Yes,6.481577129276431
15176,Yes,Points,Postcard,Low,1,No,Low,1,1,3,No,6.948897222313312
15177,Yes,Points,Postcard,High,1,No,Medium,2,1,5,Yes,7.157735484249907
15178,Yes,Points,Letter,Medium,1,No,High,2,1,5,Yes,7.3395376954076745
15179,Yes,Air Miles,Postcard,Medium,1,Yes,Medium,2,more than 1,2,No,6.649632008771901
15180,Yes,Cash Back,Postcard,Low,1,No,Low,1,1,4,Yes,6.570182436916891
15181,Yes,Points,Postcard,Low,1,No,Low,2,1,4,Yes,6.672665656649527
15182,Yes,Points,Postcard,Low,1,No,Low,1,1,3,No,7.165493475060845
15183,Yes,Points,Postcard,High,more than 1,Yes,Low,2,1,3,No,7.107630203356993
15184,Yes,Cash Back,Postcard,Low,more than 1,Yes,Medium,more than 2,1,4,No,6.879870075492601
15185,Yes,Air Miles,Letter,Medium,1,No,Low,1,more than 1,2,No,6.874198495453294
15186,Yes,Air Miles,Postcard,Low,more than 1,No,Low,2,1,4,Yes,7.028201432058005
15187,Yes,Points,Letter,Medium,1,No,Medium,2,1,3,No,6.523562306149512
15188,Yes,Points,Letter,Medium,1,No,Low,more than 2,1,4,Yes,6.919683849847411
15189,Yes,Cash Back,Postcard,Low,1,No,Low,2,more than 1,3,Yes,6.89035476430197
15190,Yes,Points,Letter,Medium,1,No,High,1,more than 1,3,Yes,7.165493475060845
15191,Yes,Points,Postcard,Low,1,No,Medium,2,1,3,Yes,6.977747650802172
15192,Yes,Points,Postcard,Medium,1,Yes,High,more than 2,more than 1,3,No,6.961769867288376
15193,Yes,Air Miles,Postcard,High,more than 1,No,Medium,2,more than 1,3,Yes,6.700115914203892
15194,Yes,Points,Postcard,High,1,No,Low,1,more than 1,3,No,7.195562343622069
15195,Yes,Air Miles,Postcard,Low,more than 1,No,Low,more than 2,1,4,No,6.869534066161939
15196,Yes,Cash Back,Postcard,Medium,1,No,Low,2,1,3,Yes,6.567023985440541
15197,Yes,Air Miles,Letter,High,1,No,Medium,1,1,5,Yes,6.955354257781416
15198,Yes,Air Miles,Letter,Low,1,No,Low,2,1,3,No,6.903747257584598
15199,Yes,Air Miles,Letter,Low,1,No,Low,2,1,3,No,6.903747257584598
15200,Yes,Air Miles,Letter,Medium,1,No,Low,2,1,5,No,6.828441472262411
15201,Yes,Air Miles,Postcard,Medium,1,Yes,Low,more than 2,1,5,Yes,7.0967213784947605
15202,Yes,Points,Postcard,Low,1,No,Low,more than 2,1,2,Yes,6.863280788880307
15203,Yes,Air Miles,Postcard,Low,1,Yes,High,2,1,3,Yes,6.829523430712563
15204,Yes,Cash Back,Postcard,Low,1,No,Low,1,1,5,Yes,6.9676737691933806
15205,Yes,Air Miles,Letter,High,1,No,Low,2,1,3,Yes,6.505784060128229
15206,Yes,Points,Letter,Medium,1,No,Medium,2,1,3,Yes,6.911996273239391
15207,Yes,Points,Letter,Low,1,No,Low,2,1,5,Yes,7.142234339960092
15208,Yes,Air Miles,Letter,Medium,1,No,Low,1,more than 1,4,Yes,7.056821626900031
15209,Yes,Air Miles,Postcard,High,1,No,Low,1,1,3,Yes,6.914730892718563
15210,Yes,Cash Back,Postcard,Medium,1,No,Low,1,more than 1,4,No,6.952250518868688
15211,Yes,Air Miles,Postcard,Low,1,Yes,Low,1,1,4,Yes,7.159680631721799
15212,Yes,Air Miles,Postcard,High,1,Yes,Low,more than 2,1,2,Yes,6.8949233001667585
15213,Yes,Air Miles,Postcard,High,1,No,High,2,1,4,Yes,6.850920342229599
15214,Yes,Points,Letter,Low,1,No,Low,2,1,2,No,7.200424892944957
15215,Yes,Cash Back,Postcard,Medium,1,No,Low,2,1,3,Yes,6.880897824812254
15216,Yes,Air Miles,Letter,Medium,1,No,Medium,2,1,5,No,6.669815298425171
15217,Yes,Air Miles,Postcard,Low,1,No,Low,2,1,1,Yes,6.983789965258135
15218,Yes,Air Miles,Letter,High,more than 1,No,Low,2,1,5,No,6.7025744280421
15219,Yes,Air Miles,Postcard,Medium,more than 1,No,Medium,1,1,1,Yes,6.5326981270453555
15220,Yes,Air Miles,Postcard,Low,1,No,Medium,2,1,4,Yes,7.036588150825105
15221,Yes,Points,Postcard,High,more than 1,No,Medium,2,1,3,Yes,7.207674669098396
15222,Yes,Points,Postcard,High,1,Yes,Low,1,1,4,Yes,6.849596364808605
15223,Yes,Points,Letter,Low,1,No,Low,2,1,1,No,6.54965074223381
15224,Yes,Points,Postcard,Medium,1,No,Low,1,1,3,No,6.93537044601511
15225,Yes,Air Miles,Letter,Medium,1,No,Low,2,more than 1,2,Yes,7.067319848653476
15226,Yes,Air Miles,Postcard,High,1,No,Medium,1,1,4,No,6.9241206330684015
15227,Yes,Air Miles,Letter,Medium,1,No,Low,1,more than 1,2,No,6.874198495453294
15228,Yes,Air Miles,Letter,Low,1,No,Low,2,1,4,Yes,6.84587987526405
15229,Yes,Air Miles,Postcard,High,1,No,Low,2,1,3,No,6.946735578623021
15230,Yes,Points,Letter,Low,more than 1,No,Low,1,more than 1,3,No,6.852506804751658
15231,Yes,Points,Postcard,Low,1,No,Low,2,1,5,No,7.072421900537371
15232,Yes,Air Miles,Postcard,High,1,Yes,High,2,1,3,No,7.167616413231509
15233,Yes,Cash Back,Postcard,Low,1,No,High,more than 2,1,4,Yes,6.770215864960075
15234,Yes,Air Miles,Postcard,High,1,No,Medium,more than 2,1,2,Yes,7.168965031102803
15235,Yes,Cash Back,Postcard,Low,1,No,Low,1,more than 1,4,Yes,7.291145179438444
15236,Yes,Air Miles,Postcard,High,more than 1,No,Medium,more than 2,1,4,Yes,6.991406851477747
15237,Yes,Points,Letter,Medium,1,No,Low,more than 2,1,3,Yes,6.70196036600254
15238,Yes,Cash Back,Postcard,Medium,more than 1,Yes,Low,2,1,4,Yes,6.891879929823847
15239,Yes,Cash Back,Postcard,Low,more than 1,No,Low,1,more than 1,4,Yes,6.97611461649548
15240,Yes,Air Miles,Letter,Medium,more than 1,No,Medium,2,1,2,Yes,6.635946555686647
15241,Yes,Cash Back,Letter,Low,1,No,High,1,1,4,Yes,6.940222469119639
15242,Yes,Air Miles,Postcard,Medium,1,No,Medium,2,1,3,No,6.9584483932976555
15243,Yes,Air Miles,Letter,Medium,1,No,Low,1,more than 1,2,No,6.745530423887304
15244,Yes,Points,Postcard,Medium,more than 1,No,Low,2,1,1,No,6.9263316645550725
15245,Yes,Air Miles,Letter,Low,1,No,Medium,2,more than 1,5,No,6.8001700683022
15246,Yes,Cash Back,Postcard,Medium,1,No,Medium,2,1,3,No,7.384455188018752
15247,Yes,Points,Postcard,High,1,No,Low,2,1,2,Yes,7.027536317301194
15248,Yes,Air Miles,Postcard,Medium,1,Yes,Medium,more than 2,1,4,Yes,6.993474154384675
15249,Yes,Points,Letter,Medium,1,No,Low,1,more than 1,5,No,6.907755278982137
15250,Yes,Air Miles,Postcard,Low,1,Yes,Low,more than 2,1,3,Yes,6.578209002431658
15251,Yes,Air Miles,Postcard,High,more than 1,No,Low,more than 2,1,3,Yes,6.725633702190849
15252,Yes,Cash Back,Postcard,Medium,1,No,High,more than 2,1,3,No,6.887297437079741
15253,Yes,Points,Letter,High,more than 1,No,Low,1,more than 1,3,Yes,6.467698726104354
15254,Yes,Air Miles,Letter,Medium,1,Yes,Medium,more than 2,1,3,Yes,6.864586783580759
15255,Yes,Cash Back,Postcard,Medium,1,No,Low,2,1,1,Yes,6.996223926969745
15256,Yes,Points,Postcard,Low,1,No,Low,2,1,2,Yes,6.926822341699363
15257,Yes,Cash Back,Postcard,Low,more than 1,No,Low,2,1,5,No,6.815639990074331
15258,Yes,Points,Postcard,High,more than 1,Yes,Low,2,1,3,No,7.107630203356993
15259,Yes,Points,Postcard,Medium,more than 1,No,Low,1,1,3,Yes,7.107630203356993
15260,Yes,Air Miles,Postcard,High,more than 1,No,Low,1,more than 1,4,Yes,7.209894836522845
15261,Yes,Points,Postcard,Medium,more than 1,No,Medium,2,1,4,Yes,6.947937068614969
15262,Yes,Points,Postcard,Low,1,No,Low,more than 2,more than 1,3,No,7.053585727193677
15263,Yes,Air Miles,Postcard,Low,more than 1,No,Low,more than 2,1,4,No,6.869534066161939
15264,Yes,Air Miles,Letter,Medium,1,No,Low,2,1,5,No,6.828441472262411
15265,Yes,Cash Back,Postcard,Medium,1,No,Low,1,1,2,Yes,6.957259473885226
15266,Yes,Cash Back,Postcard,Low,1,No,Low,2,1,3,No,7.240828889668543
15267,Yes,Air Miles,Postcard,Medium,1,No,Low,more than 2,1,4,No,7.136880901973894
15268,Yes,Points,Postcard,Low,1,No,Low,1,1,3,Yes,6.692393868109982
15269,Yes,Cash Back,Letter,Low,1,No,Low,more than 2,1,4,Yes,7.200051688984663
15270,Yes,Points,Postcard,Low,more than 1,No,Medium,2,1,3,No,7.044469102297959
15271,Yes,Points,Letter,High,1,No,Low,2,more than 1,2,Yes,7.475339236566737
15272,Yes,Cash Back,Letter,Low,more than 1,No,Low,1,1,5,Yes,7.1532472339601085
15273,Yes,Air Miles,Letter,Medium,1,No,Medium,more than 2,1,3,Yes,6.51397167564781
15274,Yes,Air Miles,Postcard,High,more than 1,No,Medium,more than 2,1,4,Yes,6.991406851477747
15275,Yes,Points,Postcard,High,1,No,Low,1,more than 1,3,No,7.195562343622069
15276,Yes,Air Miles,Postcard,Medium,1,No,Low,1,1,4,Yes,6.671083127438101
15277,Yes,Points,Postcard,Medium,1,No,Low,2,1,3,Yes,7.313220387090301
15278,Yes,Points,Postcard,Low,1,No,Low,2,1,3,No,6.960110509316065
15279,Yes,Air Miles,Postcard,Medium,1,No,Medium,2,1,5,Yes,7.027758071376834
15280,Yes,Points,Letter,Medium,1,No,Low,1,1,1,No,7.259643786186909
15281,Yes,Points,Postcard,Medium,1,No,Medium,2,1,3,Yes,7.050122520269059
15282,Yes,Air Miles,Postcard,Low,1,No,Low,1,1,1,Yes,6.791502322157887
15283,Yes,Air Miles,Postcard,Medium,1,No,Low,1,1,2,Yes,6.96082199991883
15284,Yes,Points,Postcard,Medium,1,No,High,more than 2,1,3,Yes,6.688977185177567
15285,Yes,Points,Postcard,Medium,1,No,Medium,2,1,3,Yes,6.967202737625557
15286,Yes,Air Miles,Postcard,Medium,1,Yes,Medium,2,more than 1,2,No,6.649632008771901
15287,Yes,Points,Postcard,Low,1,No,Medium,2,more than 1,4,No,7.089868480738355
15288,Yes,Air Miles,Postcard,Low,1,No,Medium,1,1,4,Yes,6.878326468291325
15289,Yes,Points,Postcard,Low,1,No,Low,2,more than 1,2,Yes,6.558906771292869
15290,Yes,Points,Postcard,Medium,1,No,Low,1,1,2,Yes,6.8611876431658025
15291,Yes,Points,Letter,Medium,1,Yes,Low,2,1,3,Yes,6.941915130628842
15292,Yes,Points,Letter,Medium,1,No,Medium,2,1,4,No,6.728628613084702
15293,Yes,Points,Letter,Low,1,No,Medium,2,1,5,No,7.01907301511409
15294,Yes,Air Miles,Postcard,Low,1,Yes,High,2,more than 1,4,No,6.668863370699788
15295,Yes,Air Miles,Postcard,Medium,1,No,High,2,1,3,Yes,7.078341579557671
15296,Yes,Air Miles,Postcard,High,1,No,Medium,more than 2,1,2,Yes,6.963899289600177
15297,Yes,Points,Postcard,High,1,No,Low,2,1,2,Yes,7.027536317301194
15298,Yes,Cash Back,Postcard,Medium,1,Yes,Medium,2,1,3,Yes,7.040755280443381
15299,Yes,Points,Letter,Medium,1,No,Low,2,1,4,No,6.6005505400414926
15300,Yes,Air Miles,Letter,Medium,1,Yes,Low,2,more than 1,3,Yes,6.98170252393422
15301,Yes,Air Miles,Postcard,Low,1,No,High,more than 2,1,4,Yes,6.835184586147301
15302,Yes,Points,Letter,Medium,1,No,Low,2,1,4,No,6.6005505400414926
15303,Yes,Points,Postcard,Low,1,No,Low,1,more than 1,5,No,6.751978277410295
15304,Yes,Cash Back,Letter,Medium,1,No,Low,1,1,5,No,7.0587581525186645
15305,Yes,Air Miles,Postcard,Low,1,No,High,2,1,4,Yes,6.893656354602635
15306,Yes,Points,Letter,Medium,1,No,Low,2,1,4,Yes,7.086946942767164
15307,Yes,Cash Back,Postcard,Medium,more than 1,No,Low,2,more than 1,4,No,7.3093796877043635
15308,Yes,Air Miles,Letter,Low,1,No,Medium,2,1,4,No,6.847474348097207
15309,Yes,Air Miles,Letter,Low,more than 1,No,Medium,2,1,3,Yes,6.97914527506881
15310,Yes,Air Miles,Postcard,Medium,1,No,Medium,1,1,5,No,6.486160788944089
15311,Yes,Air Miles,Postcard,Medium,1,No,Low,1,1,4,Yes,7.104144092987527
15312,Yes,Air Miles,Postcard,Low,1,Yes,High,1,1,4,Yes,7.058973090724758
15313,Yes,Points,Letter,High,more than 1,No,Low,2,1,3,Yes,7.026426808699636
15314,Yes,Air Miles,Letter,High,1,No,Medium,1,1,3,Yes,7.24422751560335
15315,Yes,Air Miles,Postcard,Low,1,Yes,High,2,more than 1,4,No,6.668863370699788
15316,Yes,Air Miles,Letter,Low,more than 1,No,Medium,2,1,5,No,6.912494033329311
15317,Yes,Cash Back,Postcard,Low,more than 1,No,Low,2,1,5,No,6.815639990074331
15318,Yes,Air Miles,Postcard,High,1,No,Low,2,1,1,Yes,6.941915130628842
15319,Yes,Points,Postcard,High,1,No,Medium,1,more than 1,3,Yes,7.1204443723924875
15320,Yes,Air Miles,Letter,Low,1,No,High,1,1,3,No,6.826816336476785
15321,Yes,Points,Postcard,Medium,more than 1,No,Low,1,more than 1,4,No,6.977281341630747
15322,Yes,Points,Postcard,Low,1,No,Medium,2,1,5,No,7.102087748442227
15323,Yes,Air Miles,Letter,Low,more than 1,No,Medium,2,1,2,Yes,6.996223926969745
15324,Yes,Cash Back,Postcard,Low,1,No,Medium,more than 2,1,4,Yes,6.6110324618782075
15325,Yes,Air Miles,Letter,Low,1,No,Medium,2,1,3,Yes,7.171656822768514
15326,Yes,Points,Postcard,Low,1,No,Low,1,more than 1,4,No,6.960347729101308
15327,Yes,Points,Postcard,Low,1,No,Medium,2,1,4,Yes,7.304852137419785
15328,Yes,Air Miles,Postcard,High,1,Yes,Medium,2,1,2,Yes,6.821652579928726
15329,Yes,Air Miles,Postcard,Medium,1,No,High,2,1,5,Yes,7.102705095925565
15330,Yes,Cash Back,Postcard,Low,1,No,Low,2,1,3,Yes,6.998737926694008
15331,Yes,Points,Postcard,High,1,No,Medium,2,more than 1,3,Yes,7.014365014040395
15332,Yes,Air Miles,Letter,Low,more than 1,No,Medium,2,1,3,Yes,6.97914527506881
15333,Yes,Cash Back,Postcard,Medium,1,No,Low,1,more than 1,3,No,6.942156705699469
15334,Yes,Points,Letter,Medium,1,No,Low,1,more than 1,3,Yes,7.050556077613808
15335,Yes,Points,Letter,High,1,Yes,Medium,2,1,2,No,7.099820874725485
15336,Yes,Cash Back,Postcard,Low,1,No,Low,2,1,4,Yes,6.9648442459662645
15337,Yes,Cash Back,Postcard,Medium,more than 1,No,Low,2,more than 1,4,Yes,7.0172821035093795
15338,Yes,Air Miles,Letter,High,1,No,Low,2,1,3,Yes,6.788690171823197
15339,Yes,Points,Postcard,High,1,Yes,Low,1,1,3,Yes,6.620739651073516
15340,Yes,Air Miles,Letter,Medium,1,No,Low,1,1,5,Yes,6.979610716082565
15341,Yes,Air Miles,Postcard,Low,1,No,High,2,1,3,Yes,6.78247546255538
15342,Yes,Points,Letter,Low,1,No,Medium,more than 2,1,3,No,6.660575149839686
